2.004644229466507	-16.928728867872053
5.129645278775925	-16.147461801753437
10.598397115067428	-15.36619473563482
15.28589868903157	-15.36619473563482
16.848399213686278	-18.49126300010927
18.410899738340987	-22.397598330702323
23.09840131230513	-23.96013246293954
26.22340236161456	-21.61633126458372
30.910903935578688	-20.835064198465105
35.59840550954283	-21.61633126458372
38.723406558852275	-21.61633126458372
43.41090813281642	-22.397598330702323
45.75465891979849	-21.61633126458372
49.66091023143525	-21.61633126458372
