-24.935738909316115	-32.8758513995173
-24.093643929164045	-32.454803356418324
-23.041025203973973	-32.454803356418324
-21.9884064787839	-29.507467054725453
-23.672596439088025	-27.823274882329518
-23.88312018412604	-26.98117879613156
-22.198930223821904	-26.770654774582056
-24.935738909316115	-22.56017434359224
-24.935738909316115	-23.402270429790207
-29.146213810076432	-23.823318472889184
-29.988308790228487	-22.56017434359224
-30.40935628030452	-20.665458149646824
-29.77778504519047	-19.82336206344885
-29.988308790228487	-18.7707419557014
-32.093546240608646	-17.928645869503427
-33.56721245587477	-16.876025761755983
-34.198783690988805	-18.981265977250885
-36.09349739633095	-20.033886084998343
-37.98821110167309	-19.82336206344885
-38.83030608182516	-20.033886084998343
-40.51449604212928	-22.34965032204275
-41.98816225739539	-20.875982171196316
-41.98816225739539	-19.82336206344885
-43.04078098258547	-18.560217934151908
-44.51444719785158	-19.61283804189937
-45.146018432965626	-17.29707380485496
-45.98811341311769	-8.87611294287531
-47.04073213830777	-9.71820902907328
-48.514398353573874	-8.66558892132582
-48.72492209861189	-6.770872727380407
-47.67230337342181	-6.981396748929896
-45.77758966807967	-4.665632511885491
-43.04078098258547	-6.770872727380407
-41.35659102228134	-6.770872727380407
-42.198686002433405	-1.2972481670936276
-42.40920974747142	-0.4551520808956724
-39.4618773169392	-0.4551520808956724
-39.88292480701523	-2.3498682748410857
-38.61978233678714	-3.402488382588544
-37.14611612152103	-2.770916317940077
-36.09349739633095	-3.191964361039055
-33.98825994595079	-3.191964361039055
-32.51459373068468	-1.5077721886431306
-32.935641220760715	1.4395641130497552
-34.198783690988805	1.650088134599244
-36.09349739633095	1.8606121561487328
-37.77768735663508	3.12375628544568
-36.09349739633095	3.5448043285446573
-34.40930743602682	6.071092587138551
-32.7251174757227	4.176376393193138
-31.88302249557063	6.281616608688054
-30.40935628030452	6.702664651787032
-30.198832535266504	5.439520522490085
-28.93569006503841	4.386900414742627
-27.88307133984833	3.3342803069951685
-25.567310144430166	4.176376393193138
-20.7252640085558	8.386856824182956
-17.9884553230616	8.386856824182956
-15.462170382605407	8.386856824182956
-13.356932932225249	9.018428888831435
-11.672742971921124	10.071048996578895
-12.304314207035176	11.965765190524309
-12.51483795207318	14.702577470667691
-12.51483795207318	17.439389750811074
-11.462219226883107	19.123581923207013
-10.199076756655018	21.649870181800907
-7.672791816198824	21.018298117152423
-4.725459385666596	23.123538332647342
-3.251793170400489	23.33406235419683
-1.9886507001724	24.1761584403948
-0.514984484906293	25.22877854814226
0.1165867502077588	25.439302569691748
1.1692054753978312	27.96559082828564
