11.542322291927391	3.6013515214536653
11.542322291927391	0.4460461013854342
9.357882947176137	-1.2529645094205222
6.688012636924597	-1.7383961125079423
2.8045649129223733	-2.2238277155953625
-1.0788828110798647	-3.680122524857623
-4.71961505233196	-4.650985731032463
-10.302071155585168	-6.107280540294724
-12.971941465836707	-8.04900695264439
-16.85538918983893	-9.50530176190665
-20.253405948340884	-10.23344916653778
-24.13685367234312	-11.447028174256332
-29.71930977559633	-11.447028174256332
-34.33090394784898	-11.447028174256332
-37.243489740850656	-10.476164968081491
-39.670644568352046	-9.74801756345036
-42.58323036135372	-8.77715435727552
-45.73853163710554	-7.80629115110068
